GeneID	REP1.B_b	REP1.B_m	REP2.B_b	REP2.B_m	REP3.B_b	REP3.B_m	REP4.B_b	REP4.B_m	REP1.M_b	REP1.M_m	REP2.M_b	REP2.M_m	REP3.M_b	REP3.M_m	REP4.M_b	REP4.M_m	REP1.BM_b	REP1.BM_m	REP2.BM_b	REP2.BM_m	REP3.BM_b	REP3.BM_m	REP4.BM_b	REP4.BM_m	REP1.MB_b	REP1.MB_m	REP2.MB_b	REP2.MB_m	REP3.MB_b	REP3.MB_m	REP4.MB_b	REP4.MB_m	REP1_B.total	REP1_M.total	REP1_BM.total	REP1_MB.total	REP2_B.total	REP2_M.total	REP2_BM.total	REP2_MB.total	REP3_B.total	REP3_M.total	REP3_BM.total	REP3_MB.total	REP4_B.total	REP4_M.total	REP4_BM.total	REP4_MB.total
GRMZM2G163418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	56	27	33	11	20	19	27	15	50	55	29	19	39	50	34
GRMZM2G000047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	8	4	0	9	8	9	0	4	4	4	3	7	4	2
GRMZM2G018514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G324467	50	0	57	0	52	0	49	0	2	28	0	27	1	36	0	54	33	13	28	17	34	20	36	17	24	21	26	14	34	20	25	21	127	113	107	119	141	82	123	122	112	117	136	147	104	136	140	123
GRMZM2G056145	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	513	459	693	514	625	611	565	112	149	130	157	103	234	108	150
GRMZM2G020742	62	1	53	0	57	1	59	0	1	34	0	49	0	34	0	34	30	17	40	19	44	23	38	15	26	16	21	11	40	16	25	16	364	276	237	246	324	225	347	208	287	201	316	320	236	202	265	212
GRMZM2G002416	62	0	57	0	49	0	56	1	0	40	0	36	0	55	0	59	27	22	33	28	40	26	32	27	51	22	25	24	38	27	43	37	1556	1555	1630	1676	1466	1351	1562	1383	1379	1835	1689	1725	1459	1604	1570	1648
GRMZM2G373685	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	1	2	0	0	2	0	2	0	0	1	0
GRMZM2G126128	19	0	12	0	6	0	11	0	1	1	0	0	1	3	0	6	11	0	9	2	6	0	9	4	9	3	9	1	9	1	4	2	76	57	73	79	66	49	66	49	49	59	53	63	74	54	73	74
GRMZM2G015925	2	0	1	0	2	0	0	0	0	0	1	3	0	2	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	2	372	420	301	360	391	366	367	347	245	310	250	219	242	350	275	256
GRMZM2G070744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	2	4	14	10	7	2	12	7	9	2	8	7	7
GRMZM2G015854	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	125	125	127	136	129	129	115	108	143	131	124	120	135	130	133
GRMZM2G067371	51	2	38	0	59	0	52	0	0	41	0	54	0	65	1	90	16	24	22	13	24	29	23	28	20	29	20	23	23	47	28	24	227	264	220	237	173	231	177	178	239	323	297	282	254	377	281	259
GRMZM2G012263	0	0	0	0	1	0	1	0	1	1	0	3	0	1	1	2	1	0	0	2	0	2	0	1	0	2	0	1	0	1	0	1	7	9	21	16	4	13	13	17	4	25	9	10	6	15	14	14
GRMZM5G863602	68	1	62	0	92	0	93	0	1	41	0	36	1	75	2	60	33	29	36	19	61	37	62	51	36	26	37	28	46	29	69	49	348	245	300	313	291	199	274	262	353	358	409	368	402	306	482	429
GRMZM2G083850	9	0	13	0	5	0	19	0	0	0	0	0	0	0	0	2	5	1	5	0	9	0	8	0	6	0	5	0	7	0	2	0	56	5	24	18	60	3	31	21	37	0	27	26	44	7	23	9
GRMZM2G358956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	126	166	130	179	123	139	180	195	182	173	184	192	212	187	160
GRMZM2G468299	13	0	12	0	10	0	14	0	0	4	0	9	0	2	0	1	6	0	7	2	6	1	8	3	11	5	3	2	6	0	5	3	30	13	22	47	33	21	30	21	26	11	13	23	38	11	33	25
GRMZM2G300500	131	0	100	0	99	0	115	0	2	108	0	84	0	69	0	64	60	29	75	59	75	53	62	42	55	49	74	35	57	53	57	44	368	358	292	327	314	291	379	328	301	264	363	352	341	276	318	300
GRMZM2G029815	1	0	0	0	1	0	0	0	1	1	0	3	0	0	0	0	0	0	4	2	0	0	1	0	2	3	2	0	0	0	0	0	4	16	3	14	3	18	10	6	4	1	2	2	0	2	2	2
GRMZM2G703158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC211261.3_FG017	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	1	3	1	3	1	0	0	1	0	0	0	0	0
GRMZM2G400352	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	4	5	5	2	4	5	2	5	0	3	4	7	2	5	5	3
GRMZM2G398825	10	0	9	0	8	0	4	0	0	11	0	4	0	5	0	9	7	2	8	3	3	3	4	2	4	0	4	5	3	5	2	2	54	74	49	67	66	53	87	67	56	69	68	75	61	81	61	65
GRMZM2G110739	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2	5	3	8	2	8	3	4	2	5	5	4	3	9	9	5
GRMZM2G445575	38	2	37	2	57	0	49	0	3	87	2	98	1	99	0	97	9	58	23	63	18	62	13	44	12	50	15	66	13	46	15	45	110	223	152	152	109	195	187	177	141	246	215	152	127	246	161	173
GRMZM2G094666	8	0	3	0	0	0	2	0	0	1	0	1	0	0	1	1	3	0	3	0	3	0	4	0	2	0	3	0	1	1	1	0	22	7	19	11	16	11	20	13	1	3	5	4	2	6	7	7
GRMZM2G068340	66	1	64	1	72	0	95	0	0	41	0	53	0	54	0	48	40	23	40	25	48	26	46	41	43	39	36	25	41	26	56	43	504	459	428	633	506	415	501	448	507	544	573	600	602	548	547	635
GRMZM2G309899	6	0	11	1	3	0	2	0	0	0	0	0	0	0	0	0	4	1	3	0	1	0	2	0	3	0	6	0	3	0	6	0	50	24	51	37	57	17	42	43	20	17	33	25	16	19	17	36
GRMZM2G315509	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	14	18	0	39	22	26	0	5	7	2	0	6	2	7
GRMZM5G817964	216	0	203	2	232	0	203	1	1	147	4	171	0	204	0	190	118	104	128	92	126	116	103	104	103	107	94	67	135	118	116	110	1054	1034	991	1174	937	949	985	757	1070	1277	1256	1280	960	1235	1078	1108
GRMZM2G051955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	2	2	3	5	4	0	8	4	3	0	4	5	2
GRMZM2G176029	144	1	116	0	106	0	110	0	3	84	0	79	2	88	1	85	58	49	66	37	55	46	60	58	71	50	57	51	77	60	55	57	703	572	639	693	637	528	600	570	650	703	679	709	710	668	716	740
GRMZM2G087482	108	0	117	0	14	0	10	1	1	97	2	118	1	20	1	17	50	45	89	71	5	6	10	7	98	64	68	48	15	7	17	11	462	636	575	826	556	672	830	661	55	100	52	82	52	121	60	98
GRMZM2G011541	26	0	33	1	37	0	41	0	1	33	0	25	1	45	0	43	19	18	19	25	23	17	17	26	24	19	19	17	21	26	28	19	91	120	104	143	93	107	118	102	129	162	158	156	124	172	160	161
GRMZM2G011858	202	2	147	0	214	1	219	0	0	137	1	118	1	195	2	244	96	65	92	69	111	109	140	103	106	102	95	69	121	106	133	103	615	481	503	601	513	379	495	478	555	558	610	581	574	684	583	610
GRMZM2G470035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G165991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	200	276	254	259	174	181	266	326	282	292	300	311	313	315	278
AC207104.3_FG001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	1	0
GRMZM2G109566	17	0	14	0	14	0	21	1	0	12	1	11	1	18	0	13	3	7	3	8	5	7	8	15	5	10	9	5	8	17	6	8	95	121	99	89	77	85	86	82	82	106	110	118	70	107	99	94
GRMZM2G082801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	2	2	2	0	3	2	2	0	2	1	2
GRMZM2G301098	24	0	28	0	18	0	18	0	0	28	0	29	0	32	0	37	9	4	15	16	14	22	15	19	26	17	11	8	21	22	30	23	255	369	264	407	280	323	316	255	220	378	340	351	269	354	326	431
GRMZM2G113033	4	0	1	0	2	0	2	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	23	9	12	5	22	10	14	4	19	21	13	10	21	18	12	12
GRMZM2G177298	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	5	9	2	5	7	3	5	4	1	4	3	5	2	0
GRMZM2G057186	157	2	161	1	176	0	177	0	0	96	0	71	0	121	1	120	114	65	92	57	130	102	135	103	124	79	92	58	136	110	135	102	2366	1473	2176	2116	1970	1384	1821	1825	2062	1719	2251	2232	2311	1625	2293	2218
GRMZM5G883601	44	0	55	0	36	0	50	0	2	47	0	41	0	46	1	49	31	11	27	18	20	25	42	30	40	35	25	17	25	27	35	33	473	400	389	533	449	341	471	446	402	478	473	466	433	476	526	584
GRMZM2G036759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	17	16	15	12	16	26	15	16	18	11	19	12	15	11	12
GRMZM2G174766	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	5	7	3	1	1	3	1	6	1	1	0	2	2	1	5	4
GRMZM2G172900	221	0	233	1	239	0	267	1	1	128	2	132	1	195	1	179	134	100	152	96	178	121	192	142	168	119	149	108	158	111	146	117	1647	1381	1656	1781	1511	1232	1663	1621	1538	1617	1895	1735	1680	1440	1861	1755
GRMZM2G060561	93	1	94	0	81	0	43	1	2	97	1	74	1	113	0	78	38	22	44	24	42	37	37	16	50	40	32	31	44	36	34	23	484	601	317	423	491	490	448	352	417	645	422	453	262	470	280	295
GRMZM2G016084	15	0	13	0	19	0	17	0	0	15	0	22	0	24	2	36	6	3	7	11	5	5	13	4	10	15	9	3	10	6	6	15	84	129	86	123	78	141	101	79	95	160	88	114	96	222	111	99
GRMZM2G384695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	12	11	10	16	9	8	24	20	12	16	12	14	10	16	13
GRMZM2G172834	22	2	17	0	43	0	40	0	0	11	0	6	0	41	1	29	8	10	5	4	17	16	25	27	14	11	13	15	12	11	17	20	130	59	110	117	108	39	66	98	223	131	145	102	179	129	178	161
GRMZM2G087172	166	0	156	0	81	0	68	0	2	151	1	127	0	62	0	84	86	54	104	74	52	46	37	44	79	64	97	66	51	37	41	39	542	468	523	406	514	433	605	568	301	205	320	281	257	284	265	239
GRMZM2G441511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	1	0	0	0	1	1	0	0	1	2	1
GRMZM2G149024	24	0	9	0	34	1	30	0	0	6	0	2	0	12	0	13	12	4	14	3	17	12	27	10	13	7	6	2	19	6	19	8	68	42	73	59	53	21	60	42	92	51	103	78	85	57	132	97
GRMZM2G034271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM5G885529	92	0	98	0	27	1	13	1	2	90	1	107	1	28	0	61	57	44	60	46	13	5	6	8	71	59	63	53	14	7	8	17	251	360	330	371	307	341	353	392	72	93	57	80	69	194	57	91
GRMZM2G122185	8	0	20	0	5	0	5	0	0	24	0	15	0	4	0	12	3	11	11	11	2	2	3	1	5	8	5	9	6	5	9	1	61	128	103	80	73	131	124	116	15	44	17	38	18	63	28	37
AC203847.3_FG004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM5G834128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G052562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2865	1641	2875	2166	2265	1430	1526	1881	2224	2178	2472	2423	2582	1886	2364	2040
GRMZM2G034631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	453	336	419	301	407	387	350	183	279	252	269	130	240	161	242
GRMZM2G111022	16	0	15	0	25	0	29	0	0	15	0	12	1	24	4	19	7	3	8	4	21	21	14	12	17	14	6	7	16	9	17	14	355	223	329	319	332	211	214	260	314	372	369	344	353	315	354	318
GRMZM2G471304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	1	5	2	3	2	3	0	3	1	2	1	1
AC218972.3_FG002	1	0	0	0	6	0	3	0	0	0	0	1	0	2	0	1	1	2	0	1	1	1	2	1	1	2	0	1	1	0	1	0	4	2	10	6	4	6	3	2	13	9	6	3	6	10	13	3
GRMZM2G174792	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	4	1	1	2	0	4	1	2	2	1	1	1	1
GRMZM2G081915	8	0	7	0	5	0	9	1	0	13	0	5	1	6	0	4	4	6	4	9	6	5	7	7	11	6	4	8	9	5	8	5	309	214	319	321	247	138	297	321	278	140	377	391	294	131	364	359
GRMZM2G474534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G120182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	6	2	7	3	4	4	9	7	5	1	4	3	4
GRMZM2G137894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	52	73	57	71	59	70	71	17	29	34	37	35	32	30	31
GRMZM2G402307	35	0	39	1	52	0	59	0	2	49	0	34	1	57	0	52	14	26	23	14	38	30	34	33	30	39	24	26	31	38	39	34	176	197	163	275	197	195	227	214	235	308	310	298	280	244	306	320
GRMZM2G055024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	1	3	1	1	0	0	0	0	0	1	0	2
GRMZM2G143075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRMZM2G154016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	2	5	0	0	1	1	1	0	2	2	0
GRMZM2G045550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G336745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GRMZM2G024331	1	0	1	0	3	0	4	0	0	0	0	1	0	4	0	11	1	0	0	2	0	0	2	0	0	0	2	3	0	3	0	0	17	22	12	17	12	13	12	24	9	35	27	36	23	55	25	17
GRMZM2G026641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	3	3	1	1	1	1	1	1	1	0
GRMZM2G120069	0	0	5	0	9	0	2	0	0	0	0	0	0	2	1	5	0	1	0	0	0	1	1	2	2	1	1	1	0	3	2	0	24	12	26	26	37	10	13	21	45	31	27	24	43	48	34	25
GRMZM5G857930	39	0	39	0	30	0	27	0	1	32	0	44	0	30	0	45	13	12	23	19	24	14	27	11	26	21	38	31	21	16	18	21	218	217	232	300	273	251	275	294	223	250	202	227	196	266	246	252
GRMZM2G417684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GRMZM2G104626	59	1	54	0	104	0	99	0	0	27	0	25	0	31	0	35	27	12	22	12	64	23	60	23	37	18	24	17	51	17	39	11	430	210	330	280	363	179	262	262	555	266	506	332	639	260	432	275
GRMZM2G391627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	9	5	5	3	15	9	7	12	6	11	8	5	11	4
GRMZM2G107896	108	0	85	0	42	0	47	0	0	56	1	58	0	41	0	38	56	40	60	24	37	27	36	19	50	21	64	32	29	19	33	26	934	637	779	706	742	551	733	828	636	624	664	673	662	664	657	660
GRMZM5G842484	2	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	1	1	0	0	0	0	2	1	1	2	1	0	0	0	22	29	18	31	28	31	30	20	5	5	8	12	7	11	5	7
GRMZM2G095904	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	3	3	1	1	0	2	1	7	0	5	6	1	0	10	4	2
GRMZM2G138744	0	0	0	0	3	0	0	0	0	5	0	8	0	18	1	14	0	4	1	1	1	10	3	8	1	9	1	1	0	5	1	12	72	229	150	277	78	189	135	156	84	301	160	187	97	250	182	243
GRMZM2G101662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
GRMZM2G103475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	83	72	115	83	67	83	79	69	85	84	92	83	70	92	88
GRMZM2G042897	14	0	6	0	12	0	8	0	2	11	0	6	0	5	0	10	6	5	4	6	9	4	7	3	8	6	2	3	3	4	7	6	118	130	102	143	103	88	129	114	97	106	113	115	119	102	121	132
GRMZM2G415579	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	335	340	247	328	253	287	242	225	314	321	350	324	354	440	305	266
GRMZM2G161560	38	0	37	1	27	0	20	0	0	27	1	20	0	19	0	22	22	8	11	18	15	9	7	5	21	12	23	8	9	9	15	8	3395	2455	3206	1802	2512	2131	2602	2906	1527	1500	1579	1736	1574	1807	1291	1215
GRMZM2G133781	44	0	37	0	25	0	19	0	1	47	0	25	1	17	0	22	27	15	26	11	11	10	15	5	34	9	41	15	22	18	9	8	1105	1003	957	1133	921	733	812	1234	944	1149	846	1320	891	1201	997	902
GRMZM2G026355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	1	0	1	0	0
GRMZM2G077054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649	908	661	779	723	812	844	676	279	506	425	416	343	733	317	403
GRMZM2G024958	0	0	0	0	1	0	0	0	0	1	0	6	0	5	1	7	3	3	0	4	0	1	0	3	0	6	0	2	0	6	1	4	12	18	19	26	13	26	16	21	12	27	16	18	8	22	14	21
AC204540.3_FG001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G079470	10	0	13	0	11	0	17	0	0	0	0	2	0	2	0	7	6	1	2	1	4	0	10	2	0	0	6	0	4	0	6	1	1051	613	936	770	808	548	690	836	869	707	860	833	939	820	850	756
AC189048.2_FG001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	2	0	0	1	1	0	0	0	0	0
GRMZM5G816015	77	1	59	1	56	0	67	0	0	44	1	43	0	33	0	40	45	11	46	28	31	9	43	11	44	16	42	15	42	16	35	12	246	169	191	238	242	147	246	221	159	112	132	161	207	129	157	173
GRMZM2G165613	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	8	2	10	2	3	10	4	5	4	5	10	2	3	3
GRMZM2G049565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0
GRMZM2G117321	3	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	2	0	24	6	16	14	21	3	8	13	14	7	8	7	20	0	5	8
GRMZM2G141376	141	0	107	1	115	0	163	1	2	63	0	60	2	128	2	109	81	35	44	20	127	52	124	72	82	42	69	37	95	60	104	57	698	401	632	700	559	397	390	598	772	725	882	813	950	673	999	794
AC209647.2_FG002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G133941	45	2	49	1	13	0	28	0	0	34	4	46	0	24	1	34	23	25	22	18	14	5	12	7	29	13	26	20	14	9	5	8	484	481	513	499	481	538	492	498	250	342	288	342	321	504	341	317
GRMZM2G091313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
GRMZM2G094054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GRMZM2G112229	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	1	2	0	2	0	50	34	29	27	49	22	33	30	36	18	41	34	41	36	37	31
GRMZM2G015406	4	0	10	0	8	0	12	0	0	4	0	8	0	7	0	11	6	2	2	1	7	4	12	2	7	1	4	1	4	5	6	4	32	30	28	53	30	34	27	31	35	34	43	46	45	45	47	43
GRMZM5G836910	274	1	256	1	253	0	277	0	1	97	1	95	0	141	1	100	124	48	172	65	178	88	186	94	175	76	138	67	182	101	198	106	1471	802	1154	1348	1391	739	1262	1171	1332	1062	1414	1426	1534	911	1397	1496
GRMZM2G056896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G013357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	455	599	498	526	444	475	531	543	644	540	599	628	589	652	603
GRMZM5G828229	155	1	134	1	137	0	139	2	1	86	1	71	0	89	1	86	86	52	82	62	95	71	84	74	88	74	81	64	86	50	107	61	1502	1209	1387	1434	1415	1082	1457	1299	1397	1354	1550	1459	1523	1206	1462	1495
AC234521.1_FG004	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	7	0	10	3	5	0	3	8	7	4	2	1	10	5	8	14
GRMZM2G039166	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	5	9	10	5	2	3	5	5	1	6	6	3	3	10	5	5
GRMZM2G178693	145	0	125	1	108	0	116	0	0	104	0	128	0	125	2	113	78	68	62	76	80	72	91	93	70	71	69	63	62	57	66	68	2385	2251	2779	2211	1933	2073	1799	1698	2225	3436	2693	2446	2263	2825	2683	2121
GRMZM5G877941	18	0	24	0	17	0	25	1	0	19	1	22	0	15	2	28	7	3	5	11	11	11	16	13	17	10	10	7	9	13	15	9	425	449	433	512	492	430	506	434	452	455	467	491	457	455	438	464
GRMZM5G893200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	8	3	1	2	2	6	5	4	3	2	3	3	1
GRMZM2G346693	2	0	2	0	2	0	3	0	0	6	0	7	0	5	0	5	1	4	3	4	0	3	3	2	1	8	1	4	0	3	0	4	16	7	20	32	19	13	25	15	8	7	10	4	10	7	13	10
GRMZM2G138566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	25	18	49	45	34	43	35	47	27	61	45	43	32	48	43
GRMZM2G030695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	1	0	0	1	1	0	0	0	0	0
GRMZM2G398996	5	0	6	0	10	0	18	0	0	0	0	0	0	0	0	0	2	0	2	0	8	1	7	0	6	1	5	0	2	0	5	0	23	1	15	16	28	5	7	14	41	6	38	13	81	2	32	31
GRMZM2G050085	1	0	2	0	2	0	3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	2	0	1	0	5	4	1	3	2	3	3	1	7	4	6	9	10	4	10	3
GRMZM2G435104	25	0	28	0	32	0	27	0	1	41	2	46	0	24	0	41	12	36	15	22	14	12	13	12	18	27	19	31	16	12	14	11	52	106	77	99	52	99	86	121	47	59	51	59	53	86	49	60
